Teff logg R Av
3.329943260575517343e+03 4.836479300042662466e+00 5.236516921839849958e-01 1.906965641040896164e+00
3.235177355796130541e+03 4.403240752170480832e+00 5.308357521703621629e-01 1.783321893761551813e+00
3.359839858796445696e+03 4.480683061896790775e+00 5.053503000920961385e-01 1.697296932412184267e+00
3.353744441189776808e+03 4.771863806754375048e+00 5.163908050925550830e-01 1.749369624762167508e+00
3.256991613552800118e+03 4.670021006428598298e+00 5.254452634960821156e-01 1.757864013794739222e+00
3.266249135068242140e+03 4.867173229500305176e+00 5.295679304947162880e-01 1.818524982032984738e+00
3.243936038074195949e+03 4.837314214454132788e+00 5.355131983736799439e-01 1.842359209308335188e+00
3.250832763561911179e+03 4.867805392459118252e+00 5.321799815987281468e-01 1.859502639592822915e+00
3.300098086518941273e+03 4.610577440339667987e+00 5.169566836567061063e-01 1.827274863586108467e+00
3.346756536000457800e+03 4.692344504400729477e+00 5.171935558067367600e-01 1.857885547670668824e+00
3.300092002134760605e+03 4.823438861423200663e+00 5.209390556201372036e-01 1.792369620761417703e+00
3.302184439521962304e+03 4.736960813395253211e+00 5.251153401291350775e-01 1.867354560650582807e+00
3.257904551513318438e+03 4.560515508531835849e+00 5.221853861340046699e-01 1.770104387992458062e+00
3.285259948783440905e+03 4.530552985863550930e+00 5.189311564171207314e-01 1.745970782907441787e+00
3.250677302976535429e+03 4.649515594285239750e+00 5.397253675134524586e-01 2.016752421059138989e+00
3.311555835322326857e+03 4.837237995563516968e+00 5.193304869655743783e-01 1.800264029960165546e+00
3.293796738718699999e+03 4.548620890832352437e+00 5.250102633140183439e-01 1.721785210900827812e+00
3.234958402637072140e+03 4.286005385909411380e+00 5.270186540505892303e-01 1.773858564512822422e+00
3.292103655766022257e+03 4.625806701420707157e+00 5.157595121910202307e-01 1.600420157029670776e+00
3.219516182281348847e+03 4.723639289305561206e+00 5.338757278368694292e-01 1.782450095690655489e+00
3.223436400399788909e+03 4.534505003351211982e+00 5.377043142551964916e-01 1.851615580018864726e+00
3.253167697548035903e+03 4.422045778231291635e+00 5.222432710228674946e-01 1.707345630395399994e+00
3.372479277178746088e+03 4.493150197093372711e+00 4.999354732961019954e-01 1.699475247962260793e+00
3.252371827759328426e+03 4.660652958627369280e+00 5.343313955443751428e-01 1.855827140548087728e+00
3.315696473993914879e+03 4.731440538450538469e+00 5.204835361421190632e-01 1.813360672140233998e+00
3.266184881331955694e+03 4.880395689509793300e+00 5.266114037414241222e-01 1.778263654498583923e+00
3.392830053872870394e+03 4.915959129333396405e+00 5.058497344442290933e-01 1.744668949651035916e+00
3.173170294360835669e+03 4.700911757774248301e+00 5.499455855823746075e-01 1.895913253207625937e+00
3.285280704674888057e+03 4.497200887855115070e+00 5.160721492948874278e-01 1.682459520469805403e+00
3.238928004013597274e+03 4.846350350849396804e+00 5.382531559276814148e-01 1.840355964625959739e+00
3.202917353811682915e+03 4.483888333312540553e+00 5.285645605468414221e-01 1.707280343306353920e+00
3.243918865596462183e+03 4.434633820744602772e+00 5.299023779566320869e-01 1.784305264016231574e+00
3.298368872875001216e+03 4.445914062767394093e+00 5.129171651276775989e-01 1.645548553608060516e+00
3.256514381456652700e+03 4.493348088782170180e+00 5.271595020248610597e-01 1.812236212172661176e+00
3.295464672532031727e+03 4.890595988165022057e+00 5.252587843502939391e-01 1.806880944811366518e+00
3.235605909576734120e+03 4.643458036526944888e+00 5.398310492137424754e-01 1.829919245411193440e+00
3.273789029549838233e+03 4.431042282900921947e+00 5.194882071612068053e-01 1.734172660460782556e+00
3.255683340190111267e+03 4.568456402260515858e+00 5.271798506724372224e-01 1.754955211847238017e+00
3.231350842874236150e+03 4.774106401116716469e+00 5.305561046859147423e-01 1.708285266210866071e+00
3.271056936988345115e+03 4.654210569071895343e+00 5.278587230146587483e-01 1.850346606255329096e+00
3.249267649399480433e+03 4.879662932059945391e+00 5.384262656532966540e-01 1.930188001355477079e+00
3.321416250080862483e+03 4.734961027540434131e+00 5.179394843374351964e-01 1.712971921018761279e+00
3.289135943696147478e+03 4.759557669357727505e+00 5.262696847015460033e-01 1.847433923721033100e+00
3.221158347554521242e+03 4.885349914318469544e+00 5.453072589050751429e-01 1.933288161960559970e+00
3.281953671965606190e+03 4.455918402134152245e+00 5.219887263706293190e-01 1.744857320686506119e+00
3.291163328630343585e+03 4.825663943387366928e+00 5.272930596047479268e-01 1.899627102637521991e+00
3.265517057794465472e+03 4.488961690430126161e+00 5.276527388592364698e-01 1.798414803135559570e+00
3.187576490199739510e+03 4.534891961013471473e+00 5.394589788684246434e-01 1.771989103961622236e+00
3.218784880976410932e+03 4.956264419360598694e+00 5.429346542253682406e-01 1.826960390184407812e+00
3.309719076911997035e+03 4.843169497145924929e+00 5.295008947835007085e-01 2.013998404475741744e+00
3.230294229683571302e+03 4.641150997900705732e+00 5.303588274890685961e-01 1.748818246498890616e+00
3.213163187969465980e+03 4.945955491385793046e+00 5.498977975268832807e-01 1.903886664527010719e+00
3.306522193135903763e+03 4.600517378727936091e+00 5.189152350291038607e-01 1.836620099517062510e+00
3.133835309820674411e+03 4.782998705083275404e+00 5.557123223762673314e-01 1.886830808661470904e+00
3.332001968944454802e+03 4.554322033942373338e+00 5.119404556319594457e-01 1.771572596069732164e+00
3.295955212812411446e+03 4.493501630220164245e+00 5.195021894934137574e-01 1.679852017077234860e+00
3.254753621745490818e+03 4.651381579739093830e+00 5.293179395392421105e-01 1.825563337616096460e+00
3.276756703741465572e+03 4.497067857694098336e+00 5.206555746750025637e-01 1.742682355911091996e+00
3.277571641708953393e+03 4.796447619443864774e+00 5.260506164016208741e-01 1.789934456986974842e+00
3.293574517730241951e+03 4.782880271930118887e+00 5.259533945282645062e-01 1.885465869088376767e+00
3.239221280484601266e+03 4.478271445964054465e+00 5.286166465961502636e-01 1.820860912014725663e+00
3.226766573930833147e+03 4.440103704797440543e+00 5.255095519236934187e-01 1.731152334678727422e+00
3.268798881049024203e+03 4.514804225388284742e+00 5.292412447191717773e-01 1.751923833755318238e+00
3.280365071081192582e+03 4.576577360398055738e+00 5.314058468993738682e-01 1.866514081630781030e+00
3.206903919461371515e+03 4.654134727222992041e+00 5.357104055600456771e-01 1.679654302510081854e+00
3.275497099219419397e+03 4.570311125371953054e+00 5.240439581661443524e-01 1.768670921690482789e+00
3.277093493904701063e+03 4.870205390846481741e+00 5.305559236499742815e-01 1.911765220947947208e+00
3.313246393202931813e+03 4.366416351481264613e+00 5.124636447641163217e-01 1.659184355530725519e+00
3.287542260827549399e+03 4.436983571175998620e+00 5.206010812779029440e-01 1.781285760163841214e+00
3.280884840193588843e+03 4.410622755203705836e+00 5.080246655339497597e-01 1.615050805584498761e+00
3.324066102745257922e+03 4.433423122926154036e+00 5.097971762221029657e-01 1.741663613231549501e+00
3.227037835397461095e+03 4.643107139524763838e+00 5.316739506173666641e-01 1.695601847820329411e+00
3.280472526266640671e+03 4.713772455707962550e+00 5.229736030039282557e-01 1.775751021524112794e+00
3.302787298807335901e+03 4.561869360747099478e+00 5.158233226849873176e-01 1.736307880140794735e+00
3.306849344958511665e+03 4.821876806759047618e+00 5.201653835119870450e-01 1.792140452262237504e+00
3.314821533893216838e+03 4.591828963724533530e+00 5.137243456133452346e-01 1.722314299211629152e+00
3.222432701385348082e+03 4.726881907754787449e+00 5.479350136770697599e-01 1.905815655406506437e+00
3.279525700652810883e+03 4.739514302421199865e+00 5.332830980137468480e-01 1.914295735259429199e+00
3.268853564877226745e+03 4.589986123780398053e+00 5.305944539789275716e-01 1.792009674343180592e+00
3.259381714903912780e+03 4.598675089530168236e+00 5.319455588672865609e-01 1.834887615581209941e+00
3.266420071902464770e+03 4.372626523815992705e+00 5.179195170218181543e-01 1.680657672222845012e+00
3.322786071573805202e+03 4.631087069441798043e+00 5.192518662648007988e-01 1.833505010433681637e+00
3.296895484133900027e+03 4.733057418660883364e+00 5.194061036033765788e-01 1.755337019531510778e+00
3.245291858145373226e+03 4.474657337414392089e+00 5.276260684949585222e-01 1.850902461423722611e+00
3.209837151071066728e+03 4.517755450596962596e+00 5.346443471344005660e-01 1.742386576272683563e+00
3.256806595775256937e+03 4.296984927280718125e+00 5.168587665135353504e-01 1.611878404065821169e+00
3.212439096423419869e+03 4.777030438512950283e+00 5.467119204237596009e-01 1.905391770161826370e+00
3.342565245196548858e+03 4.513738306991531779e+00 5.164604384753147537e-01 1.805346275625057562e+00
3.293232798842027478e+03 4.801023239250509889e+00 5.263058209913239471e-01 1.833275893480466268e+00
3.269310643300073480e+03 4.671395755216879664e+00 5.336704367022941931e-01 1.926130153803494727e+00
3.245744732669394580e+03 4.691296854065729605e+00 5.431820758612184719e-01 1.925175341596097045e+00
3.186386776405359797e+03 4.769095013579036646e+00 5.475061489015728977e-01 1.857651367124148134e+00
3.272972671336224266e+03 4.640524594095909450e+00 5.182613565593865435e-01 1.796286006212321595e+00
3.207949908872545166e+03 4.723435686128899746e+00 5.386609896931660035e-01 1.776709909882969951e+00
3.296857577400702212e+03 4.449832059051074040e+00 5.122396674854907683e-01 1.695843890305241963e+00
3.375427989981891642e+03 4.805421838518211253e+00 5.079864501325921378e-01 1.788329694225758271e+00
3.311370148861563848e+03 4.564183224107871695e+00 5.254259836091208502e-01 1.905489407893207865e+00
3.260507713243529906e+03 4.498326727686190019e+00 5.227495433327582486e-01 1.721644752505136156e+00
3.253475646229815084e+03 4.656781049003258843e+00 5.309652471034375099e-01 1.802328821707851247e+00
3.313815552705450500e+03 4.651756780785879286e+00 5.162114073289750804e-01 1.767261437640535116e+00
3.245443895541900019e+03 4.668139945607515884e+00 5.357704922043030615e-01 1.897704862532671788e+00
3.369174833274840239e+03 4.662872949261499755e+00 5.114048536527260325e-01 1.880436151493555252e+00
3.287453287043495038e+03 4.409821677995280353e+00 5.183112406179752885e-01 1.736373029986882699e+00
3.279624986835962318e+03 4.471525173179595747e+00 5.213355701849263779e-01 1.766293844979023531e+00
3.188769183150980098e+03 4.739443502355145554e+00 5.522290206000103341e-01 1.971907947498363622e+00
3.245795146532679610e+03 4.596656123604907052e+00 5.280024526630163750e-01 1.800776611282643547e+00
3.227684996901222803e+03 4.623190400734316974e+00 5.412956118717047183e-01 1.861260434508744899e+00
3.307780886388640283e+03 4.583594552460510840e+00 5.261232031660840747e-01 1.883512389760946704e+00
3.251609563302916285e+03 4.525888302550722386e+00 5.273311261218917023e-01 1.742828799812260243e+00
3.272857795793745481e+03 4.368918226447581432e+00 5.285884287301181317e-01 1.886181295091022392e+00
3.252671903531538192e+03 4.581576445024218458e+00 5.356604518189541642e-01 1.811643560477244730e+00
3.364452880217172151e+03 4.875278933463843778e+00 5.129982734563974800e-01 1.747284961353682053e+00
3.239654102577530466e+03 4.505645513044772343e+00 5.267745445742483268e-01 1.742743772908843747e+00
3.239359686074383262e+03 4.557183024773246771e+00 5.355084263831036973e-01 1.823220233074578811e+00
3.324195407899757811e+03 4.934295674037187496e+00 5.095287809347008867e-01 1.710028273373875640e+00
3.287248880316860777e+03 4.463411090489930899e+00 5.133544946682144783e-01 1.726869702301359499e+00
3.268953720070730014e+03 4.921446337426183426e+00 5.406534479237382618e-01 1.995368554196513822e+00
3.230249518782844007e+03 4.594188103758318320e+00 5.368262750701698893e-01 1.737262496870744188e+00
3.238546128569226312e+03 4.722904946952349192e+00 5.365531235872128546e-01 1.868587201774594364e+00
3.266216246573672834e+03 4.682819671019680996e+00 5.314498850459423718e-01 1.763925690411073388e+00
3.249722170928029300e+03 4.685267079710857985e+00 5.327159309653521913e-01 1.767000560719579338e+00
3.240123341900563901e+03 4.643898953532445972e+00 5.349926221533425341e-01 1.888842959602383909e+00
3.316844511384483667e+03 4.356522683455494871e+00 5.101774826112026595e-01 1.706260345035741866e+00
3.330496241214343172e+03 4.559608798720151235e+00 5.126255126830427944e-01 1.756261364901732236e+00
3.286153670302852333e+03 4.844708041047518066e+00 5.300758402109801981e-01 1.802879329198089353e+00
3.268685971704810981e+03 4.719008214717715255e+00 5.279115599604817799e-01 1.868088063695491075e+00
3.301800348212424069e+03 4.522201787709127174e+00 5.149532769257563203e-01 1.658763085819994654e+00
3.243243235001348239e+03 4.473037820889175897e+00 5.293058562230740227e-01 1.859579316230643542e+00
3.268555999700549364e+03 4.563103934212432655e+00 5.293676208534883187e-01 1.807500216062973841e+00
3.302431874326948673e+03 4.655995188497996651e+00 5.217076366433300860e-01 1.821081479857725949e+00
3.220808581459399647e+03 4.512277238887845598e+00 5.346689535192271636e-01 1.760690079274456421e+00
3.258346713239892779e+03 4.508322428674124360e+00 5.308776300451377717e-01 1.821699060238584078e+00
3.203729493801733497e+03 4.717280998230414468e+00 5.450646577973162765e-01 1.901298125356145174e+00
3.218226091573220856e+03 4.913969888545050679e+00 5.408269777283841728e-01 1.888077673905173892e+00
3.322248025716812208e+03 4.566700958442272196e+00 5.161847721408979739e-01 1.849897704116529651e+00
3.272811445806207303e+03 4.589242679592268281e+00 5.249006437775411982e-01 1.832497511297912496e+00
3.241339906533097746e+03 4.511571146431952783e+00 5.291237693326333869e-01 1.792417629389232214e+00
3.315605543056739407e+03 4.851133685155404329e+00 5.223870966096260116e-01 1.833246243944520515e+00
3.235349959470175236e+03 4.509307990131393495e+00 5.310107035906984629e-01 1.833578791807421116e+00
3.216641662045505655e+03 4.751051879553671142e+00 5.324052341534817323e-01 1.714515644050440102e+00
3.166556819575418558e+03 4.848770436286204522e+00 5.446563033945642784e-01 1.748034945230492632e+00
3.201111347793892037e+03 4.550507930278920199e+00 5.396804687720825333e-01 1.799910665579740554e+00
3.261078119742040144e+03 4.562671246070728159e+00 5.322316505493247529e-01 1.903776075169134385e+00
3.314679820730011670e+03 5.109058490863779944e+00 5.314302221724187536e-01 1.934394361665927820e+00
3.300769988625132100e+03 4.476179225118569249e+00 5.155761997772122518e-01 1.672118385031307941e+00
3.284485948988107339e+03 4.469627415997392106e+00 5.226019763232228055e-01 1.753210513463900000e+00
3.240714101958363244e+03 4.514592786660868384e+00 5.340621182763900521e-01 1.824685926177217699e+00
3.283511750734863654e+03 4.723855396541178031e+00 5.233394046816035594e-01 1.816686241661940260e+00
3.219171541860997877e+03 4.570639162927751187e+00 5.321633927191044000e-01 1.811765921433896365e+00
3.291697461522427147e+03 4.636008932525898629e+00 5.216772194788775741e-01 1.778153254070085065e+00
3.269624679125477087e+03 4.804006714833480629e+00 5.263941907438636214e-01 1.783075631318226772e+00
3.272043288619899158e+03 4.744085509095945952e+00 5.308344025558426882e-01 1.849703783952651115e+00
3.258888054771663974e+03 4.699480973109408488e+00 5.321995364521721061e-01 1.837634674599560203e+00
3.233868922490629302e+03 4.503017520436465304e+00 5.337434867066037647e-01 1.757126896708640862e+00
3.272939861142192967e+03 4.867180070071844611e+00 5.287581838657736677e-01 1.885499426190416550e+00
3.223841778617019827e+03 4.615646197341794377e+00 5.430907200677626001e-01 1.858338559159123937e+00
3.333812500675529009e+03 4.652966230841096618e+00 5.143654399886052886e-01 1.826951112270720268e+00
3.177596169021748210e+03 5.006456044336582423e+00 5.457066626336800619e-01 1.850262244073440421e+00
3.230465190221970261e+03 4.668577411069369631e+00 5.290318100519021405e-01 1.742327987303728065e+00
3.273720984146455066e+03 4.434151551346127818e+00 5.171664914290481363e-01 1.653787052885085096e+00
3.261584766542198849e+03 4.776451845382352346e+00 5.332497538282610083e-01 1.794300574192126740e+00
3.261210585140209332e+03 4.732277683277753333e+00 5.285429023935033221e-01 1.764570734995292378e+00
3.316903228930127625e+03 4.837138487725903602e+00 5.303408531270007442e-01 1.985454553773661868e+00
3.282525374142895998e+03 4.512173554913657014e+00 5.224389848130317482e-01 1.754236614278139372e+00
3.327560181765021298e+03 4.438311244478526874e+00 5.129018769912457865e-01 1.802989059753436596e+00
3.244753347724403284e+03 4.782263513261797883e+00 5.323903689002730255e-01 1.824250716124867555e+00
3.342341676345454289e+03 4.733448757662444883e+00 5.214715571868594468e-01 1.924665726076596473e+00
3.232938628548690758e+03 4.558184711890798546e+00 5.326088146643521704e-01 1.782074614328116091e+00
3.315487215807937901e+03 4.616844536843078828e+00 5.175145319081858597e-01 1.842220072605238013e+00
3.264578699017621602e+03 4.748771550799128605e+00 5.360065974009818879e-01 1.918874714172681406e+00
3.353322265756618435e+03 4.801971902724020858e+00 5.116628920818425685e-01 1.744061809402914776e+00
3.300748383066431416e+03 4.898072120161892862e+00 5.245093140273953125e-01 1.861170799424323397e+00
3.362955389978366838e+03 4.666947608219551569e+00 5.070271229546570169e-01 1.724108237675112454e+00
3.248554865886491825e+03 4.747678724167495368e+00 5.379800006561439307e-01 1.831335082204391895e+00
3.292587280745925455e+03 4.720344565846612994e+00 5.314630524352520480e-01 1.919342364025699910e+00
3.285108954606353109e+03 4.477028588608543913e+00 5.205809435962754916e-01 1.681125735562869483e+00
3.300104954075503883e+03 4.607388952714883246e+00 5.222845632758151835e-01 1.847992131323101361e+00
3.168669889439753206e+03 4.756689082127635970e+00 5.536315511201315154e-01 1.822311366278377198e+00
3.312767918412084327e+03 4.909590876671726001e+00 5.166243184911298858e-01 1.790778106375263246e+00
3.289358615009856294e+03 4.388458414832741461e+00 5.197536052795834749e-01 1.802091042613711336e+00
3.356110608087485161e+03 4.599162709002778904e+00 5.146093470386206015e-01 1.829981135845715645e+00
3.262084640213208331e+03 5.075484551268652389e+00 5.398432507199791841e-01 1.990016217504626317e+00
3.319234077438626628e+03 4.819990772337524376e+00 5.234050311916622622e-01 1.858288113462152502e+00
3.290507171781153829e+03 4.536219188539384106e+00 5.198096484124017369e-01 1.694686131075015867e+00
3.282603712007007289e+03 4.494499328067459665e+00 5.215282672586044610e-01 1.773872085354622818e+00
3.338140461775007680e+03 4.830560542165742710e+00 5.174314631396365050e-01 1.891274961138154298e+00
3.258398775712003498e+03 4.620095715722646545e+00 5.322108336385303895e-01 1.861339852548393292e+00
3.251310288516720902e+03 4.576999257137840615e+00 5.283148237867497654e-01 1.757900762144324780e+00
3.239577871641941329e+03 4.554483884327577670e+00 5.330935236289143786e-01 1.835498069347899497e+00
3.346745335323660584e+03 4.489391756826387692e+00 5.098331324409759446e-01 1.758225968531577532e+00
3.248165385007210716e+03 4.834734359749980115e+00 5.452007194685130065e-01 1.962875868988382955e+00
3.286947341253265222e+03 4.731571235380441998e+00 5.348252375499957800e-01 1.970324575170434134e+00
3.267177812782384535e+03 4.505896745014739579e+00 5.252529899467734964e-01 1.737112857426840407e+00
3.251385834003802756e+03 4.522206335678049527e+00 5.355928483517001792e-01 1.898902197093703892e+00
3.326649716582861856e+03 4.594958851284070001e+00 5.100943157195612088e-01 1.759741062517781396e+00
3.254862833709719325e+03 4.454188727235188772e+00 5.302285350395177232e-01 1.855275412527844781e+00
3.323193731740700059e+03 4.695352798179234455e+00 5.210496866234094471e-01 1.900761589137177410e+00
3.340459617489141237e+03 4.459196600014422529e+00 5.017617943397579827e-01 1.591697140644538822e+00
3.221799595743869759e+03 4.519877817217457405e+00 5.358078027689168188e-01 1.770574624266018082e+00
3.283511750734863654e+03 4.723855396541178031e+00 5.233394046816035594e-01 1.816686241661940260e+00
3.206093122200120433e+03 4.423970891286648666e+00 5.388338449303302635e-01 1.823746218089454363e+00
3.255950176155555710e+03 4.543927626501792716e+00 5.198913938360395504e-01 1.619195557579933054e+00
3.289169949643830932e+03 4.558764460825844189e+00 5.187046362610556738e-01 1.716045421129027027e+00
3.314123140383785085e+03 4.397100695993587216e+00 5.155753393355246850e-01 1.757389212849641780e+00
3.320722725159186666e+03 4.754641344396675073e+00 5.178102781961829715e-01 1.776173344630979756e+00
3.270304657632307226e+03 4.407954489060141867e+00 5.199463954213408012e-01 1.653156388579460012e+00
3.303418322911187261e+03 4.453683436706503684e+00 5.138502470098835762e-01 1.754587804465078893e+00
3.283818398879798224e+03 4.496882778576385853e+00 5.216338149789518930e-01 1.757842801587565340e+00
3.276315279849376566e+03 4.537682233469485737e+00 5.265913761922720315e-01 1.802102378839688601e+00
3.339875906407420189e+03 4.620281278895194355e+00 5.070420125683668955e-01 1.788459109952146298e+00
3.260566423482004211e+03 4.395168092604913035e+00 5.290495300442901172e-01 1.766162632155122036e+00
3.240714101958363244e+03 4.514592786660868384e+00 5.340621182763900521e-01 1.824685926177217699e+00
3.289527246731854575e+03 4.451096446304102727e+00 5.193224082576284317e-01 1.717703865900211957e+00
3.265982375416110244e+03 4.810603766963300387e+00 5.341003651835989352e-01 1.840540539777445694e+00
3.303121302722824112e+03 4.368149687650008772e+00 5.097962223857618325e-01 1.721742237624306560e+00
3.291653372614347973e+03 4.797998342280878070e+00 5.207616499755017836e-01 1.777654462430048321e+00
3.218884623149693653e+03 4.681936293991943998e+00 5.358785996630511805e-01 1.845260138158913987e+00
3.169448267097157441e+03 4.688574413548086461e+00 5.556234933506356555e-01 1.884971202721284378e+00
3.236791722092348209e+03 4.440214333596369300e+00 5.261566962108245038e-01 1.792315729190506968e+00
3.310320483662388142e+03 4.650419747775472956e+00 5.168208626964241326e-01 1.745372246494625301e+00
3.237736087673666134e+03 4.487946981590488882e+00 5.299438313600376427e-01 1.722525052525403666e+00
3.256971882715984975e+03 4.608962501381643762e+00 5.227199836254096121e-01 1.732427562925292985e+00
3.262240946978014108e+03 4.575455372565014223e+00 5.128720029974673800e-01 1.691549307288048309e+00
3.277353775330514509e+03 4.618543724973307008e+00 5.260848096175851918e-01 1.849194300005311042e+00
3.348329349026656018e+03 4.661064833451430189e+00 5.205762202278588768e-01 1.864872475647121552e+00
3.388869770504688859e+03 4.442991220739710201e+00 4.949485050677189246e-01 1.680943632147690048e+00
3.262229754767098711e+03 4.885399159265971569e+00 5.324199231788524500e-01 1.754125727349441721e+00
3.305119431071539111e+03 4.593285043486785568e+00 5.208712101377604986e-01 1.839640541675248153e+00
3.275778997099879234e+03 4.734079198874000305e+00 5.219512184052338410e-01 1.801832083270795248e+00
3.272341822401906484e+03 4.498764053646437944e+00 5.256560253927664572e-01 1.787670421809556487e+00
3.372935290276925571e+03 4.570660724709662226e+00 5.103727698058618811e-01 1.812275701476844691e+00
3.257272825967527751e+03 4.447056782798400221e+00 5.243159955389451454e-01 1.762005292625683950e+00
3.214492132063673125e+03 4.726073795035354408e+00 5.411051598305532950e-01 1.808988986514231900e+00
3.267915186871013248e+03 5.080361002014395666e+00 5.354346838884683768e-01 1.964855283592448654e+00
3.272731827144409181e+03 4.338679288980304527e+00 5.174377655944736309e-01 1.691742617895387601e+00
3.252671903531538192e+03 4.581576445024218458e+00 5.356604518189541642e-01 1.811643560477244730e+00
3.281100233182323336e+03 4.629493980958896415e+00 5.274532612503600726e-01 1.761807675882129942e+00
3.284505797234185593e+03 4.568418467401291316e+00 5.236919099344098383e-01 1.877603662025654430e+00
3.275935354473421285e+03 4.537980976127471422e+00 5.290246932331195140e-01 1.797937155245498353e+00
3.280004054358897065e+03 4.460495476657451164e+00 5.179801196028031018e-01 1.800949362161938572e+00
3.338582310661961856e+03 4.533640746619260753e+00 5.080743341810284308e-01 1.764344031150083314e+00
3.266800761043299644e+03 4.598761848601700564e+00 5.265087480307105716e-01 1.814263225091355736e+00
3.195771881047887291e+03 5.040178587606181537e+00 5.415391719921180957e-01 1.733721995451107611e+00
3.310278277065177008e+03 4.459355986522103521e+00 5.114347153930189904e-01 1.651843653469306838e+00
3.194357338704495760e+03 4.799987651711139947e+00 5.485587299255425542e-01 1.945609032620603474e+00
3.346756536000457800e+03 4.692344504400729477e+00 5.171935558067367600e-01 1.857885547670668824e+00
3.275864565769946239e+03 4.553368564816665298e+00 5.183161823157781400e-01 1.732776019525142264e+00
3.259374811082371707e+03 4.494316688989632880e+00 5.306304159533938858e-01 1.782989223855285132e+00
3.270664689739947335e+03 4.569704436173608997e+00 5.294872221138794410e-01 1.842968308551035994e+00
3.205602240826216985e+03 4.415249603202727968e+00 5.386543821990532610e-01 1.754927125355893791e+00
3.226734534752964009e+03 4.763104111719248301e+00 5.365692861345899844e-01 1.877622621441955797e+00
3.208995355911255501e+03 4.860943239546205774e+00 5.462208583564258646e-01 1.953070839163024264e+00
3.294592224426967732e+03 4.547277720064878181e+00 5.174690624750801771e-01 1.748013809498158100e+00
3.273265942626832839e+03 4.801543979118799044e+00 5.251708622550348426e-01 1.815235231319930254e+00
3.286293771418324923e+03 4.722219843887319080e+00 5.239774491890815122e-01 1.786714526293612382e+00
3.366070368247272199e+03 4.778192738302008635e+00 5.132853032524634651e-01 1.823147473225712023e+00
3.242605658448641407e+03 4.524728149581376258e+00 5.288928534139765159e-01 1.776730986359242870e+00
3.234990533169449918e+03 4.663992589486666951e+00 5.368369394172164411e-01 1.852459623029105273e+00
3.300026687448569191e+03 4.613842062775175279e+00 5.246264387751721214e-01 1.832124380972344646e+00
3.248138586913447398e+03 4.927313116908424995e+00 5.354814210235316896e-01 1.797829467582626517e+00
3.191112486464167887e+03 4.571069601269548421e+00 5.444478791522875394e-01 1.804690932864818187e+00
3.372708626691527115e+03 4.385293351141253737e+00 4.973211069367261539e-01 1.598506603382611857e+00
3.335801297216179591e+03 4.738135579466858260e+00 5.151214383713622613e-01 1.807450158356428416e+00
3.249991715833416947e+03 4.748723394834586387e+00 5.330811492390145068e-01 1.828510316919031764e+00
3.245439192709202871e+03 4.587439768041164712e+00 5.269258190212752213e-01 1.759805142525300958e+00
3.271756077258841287e+03 4.907870574926593399e+00 5.324946645530111988e-01 1.870200696371691285e+00
3.326729792498043935e+03 4.595058583452526157e+00 5.129168006545269387e-01 1.693008596867676019e+00
3.238024429750402760e+03 4.433868322556820729e+00 5.252734122790595483e-01 1.671278894688905892e+00
3.261390418517707985e+03 4.770449701003023790e+00 5.272939224491555166e-01 1.768766709406799809e+00
3.264744284433572375e+03 4.898152747080870562e+00 5.271172674424768889e-01 1.761085056889622802e+00
3.244691313708338839e+03 4.564527604083014722e+00 5.315049968148469750e-01 1.762729329298706515e+00
3.279758201642920540e+03 4.235154366480032628e+00 5.165669283105117637e-01 1.673139193795403434e+00
3.230115493563659584e+03 4.543733673675500739e+00 5.337467626301076740e-01 1.855257707065534278e+00
3.209278904237001370e+03 4.801484181440252463e+00 5.417621947406735528e-01 1.862694235005312837e+00
3.193968883225289574e+03 4.975756155383486146e+00 5.563836798032841813e-01 1.929633344955123953e+00
3.258878292745089311e+03 4.486686986548049205e+00 5.243849586992709311e-01 1.865215475634093512e+00
3.234749292503935521e+03 4.636856728786947990e+00 5.371809874758372017e-01 1.838983392149517559e+00
3.279717032564021792e+03 4.829976039211313577e+00 5.290251647133010771e-01 1.838037766421409369e+00
3.352126805890452943e+03 4.618204496658119496e+00 5.075755880028496314e-01 1.673032448285516560e+00
3.237650405777631022e+03 4.282642707186496089e+00 5.273125412603377749e-01 1.703308831790529165e+00
3.281137976380424789e+03 4.548825067687381818e+00 5.228682943639424430e-01 1.831875070564062957e+00
3.333611306133860580e+03 4.659714999472832631e+00 5.200629994295454805e-01 1.949980674560515936e+00
3.229896988376189256e+03 4.535564378695180920e+00 5.324177594657275581e-01 1.827152848882150016e+00
3.289776901960655778e+03 4.655218212957679569e+00 5.275208937800873743e-01 1.887238519182532714e+00
3.273635155952084006e+03 4.733209400961477797e+00 5.248666271684849782e-01 1.837056021696340524e+00
3.250569841187867951e+03 4.332898138927895992e+00 5.286930184427826029e-01 1.767904644368427647e+00
3.249908967603668316e+03 4.856825557651587744e+00 5.361503887890277653e-01 1.842898422390579549e+00
3.296710708504581817e+03 4.515292372585397729e+00 5.212953967943306788e-01 1.714675531052394453e+00
3.248355917865449555e+03 4.947047783688058864e+00 5.344452196863455073e-01 1.796149969667853341e+00
3.275175642351150600e+03 4.563060810924574717e+00 5.264863548308138519e-01 1.832178459438235096e+00
3.302880121064265950e+03 4.516911583714978917e+00 5.185629124708781568e-01 1.778273553889339720e+00
