weight logl Teff logg R Av
0.000000000000000000e+00 -1.565622007818223350e+07 6.384507352413856252e-01 1.229274636357889916e-01 7.461761509017196259e-01 4.861117191198218723e-01
0.000000000000000000e+00 -1.558361997414228506e+07 6.967861957529957184e-01 3.251164387186255000e-01 8.693185646626150342e-01 9.435012770138717642e-01
0.000000000000000000e+00 -1.542730070991897956e+07 8.254036727230934511e-01 6.775846219978006735e-01 6.465907157983872278e-01 2.712237236930862272e-01
0.000000000000000000e+00 -1.497338805263452977e+07 2.855796552020047896e-01 9.167567723736178564e-01 8.480853182159820980e-01 2.948970752036272902e-02
0.000000000000000000e+00 -1.472108855255285278e+07 7.115296284193038945e-01 3.105370627454131505e-01 7.858070178611168410e-01 7.404570777500019130e-01
0.000000000000000000e+00 -1.435400341607272811e+07 2.150523471611943682e-01 3.997223737168065227e-02 8.969326318978838586e-01 8.054179256105098439e-02
0.000000000000000000e+00 -1.426516637861216813e+07 3.575802186053410603e-01 7.766071177359940014e-01 9.118338702463172352e-01 3.008309653032417152e-01
0.000000000000000000e+00 -1.415200241951223090e+07 6.162623584230290108e-01 7.742753650738019022e-01 8.346733869150317897e-01 5.357603210844951169e-01
0.000000000000000000e+00 -1.410629424408393912e+07 8.130261860697756138e-01 1.795553704045500520e-01 5.762588879088164084e-01 1.292223353407565556e-01
0.000000000000000000e+00 -1.405765627363763936e+07 5.316383355378114794e-01 9.785249388088057554e-01 7.271484605214805219e-01 1.263049315529303218e-01
0.000000000000000000e+00 -1.389070145748170465e+07 4.579486628430445849e-01 4.983253101525337847e-01 7.999495685857912486e-01 2.279626298539733087e-01
0.000000000000000000e+00 -1.385940586901955120e+07 3.398999757426758306e-01 6.399314938486413418e-01 8.995373946602339688e-01 2.681179797994944769e-01
0.000000000000000000e+00 -1.380982397911668196e+07 3.606774559325651719e-01 5.564875018672685858e-01 9.277511042603246993e-01 3.534990427280513270e-01
0.000000000000000000e+00 -1.372607343934569322e+07 6.078523131873104779e-01 1.489256154545770539e-01 6.636376059433037877e-01 2.041672886705007128e-01
